n_genes	mean_omega	median_omega	sd_omega	q05	q10	q25	q75	q90	q95	min_omega	max_omega
4935	0.182258030395137	0.15822	0.136765362451791	0.013408	0.031446	0.079115	0.25713	0.360448	0.427106	1e-04	1.41357
